refSeq_name	chrom	strand	start	end	symbol_name
NM_001039762	chr10	-	127135425	127196158	FAM196A
NM_001030013	chr10	+	127549348	127552671	NPS
NM_207426	chr10	+	127737273	127741186	FOXI2
NM_152311	chr10	-	127877840	127892947	CLRN3
NM_001323355	chr10	+	127907060	128085855	PTPRE
NM_001323356	chr10	+	127907060	128085855	PTPRE
NM_001316676	chr10	+	127907060	128085855	PTPRE
NM_006504	chr10	+	127907060	128085855	PTPRE
NM_001316677	chr10	+	127987279	128085855	PTPRE
NM_001323354	chr10	+	127998125	128085855	PTPRE
NM_130435	chr10	+	128047548	128085855	PTPRE
NM_001323357	chr10	+	128047548	128085855	PTPRE
NR_136149	chr10	-	128057731	128062425	AS-PTPRE
NR_136150	chr10	-	128057731	128062425	AS-PTPRE
NM_001145966	chr10	-	128096660	128126204	MKI67
NM_002417	chr10	-	128096660	128126204	MKI67
NR_120619	chr10	+	128285949	128317726	LINC01163
NR_148990	chr10	+	128912832	128916270	LOC728327
NM_002412	chr10	+	129467183	129767620	MGMT
NM_001005463	chr10	-	129835231	129963827	EBF3
NR_036179	chr10	-	129843298	129843374	MIR4297
NR_034125	chr10	-	130063897	130110817	C10orf143
NR_149170	chr10	-	130063897	130110821	C10orf143
NM_001355042	chr10	-	130063897	130110821	C10orf143
NR_044994	chr10	+	130106008	130108837	CTAGE7P
NM_006541	chr10	+	130136374	130179668	GLRX3
NM_001199868	chr10	+	130136374	130180382	GLRX3
NM_001321980	chr10	+	130136408	130179668	GLRX3
NR_036180	chr10	-	130962587	130962668	MIR378C
NM_174937	chr10	-	131092391	131311721	TCERG1L
NR_120623	chr10	+	131095217	131095777	TCERG1L-AS1
NR_038365	chr10	-	131772397	131790199	LINC01164
NM_001291310	chr10	+	131900643	131959834	PPP2R2D
NM_018461	chr10	+	131900643	131959834	PPP2R2D
NR_033191	chr10	+	131900643	131959834	PPP2R2D
NM_004052	chr10	-	131967682	131982013	BNIP3
NM_001105521	chr10	+	132065966	132184809	JAKMIP3
NM_001323090	chr10	+	132065966	132184809	JAKMIP3
NM_001323089	chr10	+	132065966	132184809	JAKMIP3
NM_001323088	chr10	+	132065966	132184809	JAKMIP3
NM_001323087	chr10	+	132065966	132184809	JAKMIP3
NM_001323086	chr10	+	132065966	132184809	JAKMIP3
NM_006426	chr10	+	132186909	132205776	DPYSL4
NR_134911	chr10	-	132207481	132249108	STK32C
NM_001318879	chr10	-	132207481	132307222	STK32C
NM_173575	chr10	-	132207481	132307973	STK32C
NM_001318878	chr10	-	132207481	132331875	STK32C
NM_001318881	chr10	-	132323772	132331875	STK32C
NM_001318882	chr10	-	132329550	132331875	STK32C
NM_001318883	chr10	-	132330280	132331875	STK32C
NM_001318880	chr10	-	132330280	132331875	STK32C
NM_001143759	chr10	+	132332109	132353397	LRRC27
NM_001143758	chr10	+	132332109	132353397	LRRC27
NM_030626	chr10	+	132332109	132381506	LRRC27
NM_001143757	chr10	+	132332236	132381506	LRRC27
NM_001309474	chr10	+	132337106	132367005	LRRC27
NM_138499	chr10	+	132397197	132417854	PWWP2B
NM_001098637	chr10	+	132397197	132417854	PWWP2B
NR_149317	chr10	+	132445188	132448306	C10orf91
NM_005539	chr10	+	132537778	132783480	INPP5A
NM_001321042	chr10	+	132681274	132783480	INPP5A
NM_177400	chr10	-	132784815	132786033	NKX6-2
NM_001200049	chr10	-	132808391	132942585	CFAP46
NR_120626	chr10	-	132943966	132947296	LINC01166
NR_120627	chr10	-	132943966	132965289	LINC01166
NR_125763	chr10	-	132961339	132962237	LINC01167
NR_046231	chr10	+	132965533	132976497	LINC01168
NR_111905	chr10	-	133085248	133086697	ADGRA1-AS1
NM_001083909	chr10	+	133088003	133131675	ADGRA1
NM_001291085	chr10	+	133102245	133131675	ADGRA1
NM_001347864	chr10	+	133160453	133170620	KNDC1
NM_001347865	chr10	+	133160453	133180838	KNDC1
NM_001347866	chr10	+	133160453	133180838	KNDC1
NM_152643	chr10	+	133160453	133226412	KNDC1
NM_003577	chr10	+	133230273	133231558	UTF1
NM_014468	chr10	+	133237903	133241930	VENTX
NR_108078	chr10	-	133246478	133247885	MIR202HG
NR_108079	chr10	-	133246478	133247885	MIR202HG
NR_030170	chr10	-	133247510	133247620	MIR202
NM_001109	chr10	-	133262415	133276903	ADAM8
NM_001164490	chr10	-	133262415	133276903	ADAM8
NM_001164489	chr10	-	133262415	133276903	ADAM8
NM_001256618	chr10	-	133278629	133309156	TUBGCP2
NM_006659	chr10	-	133278629	133309156	TUBGCP2
NM_001256617	chr10	-	133278629	133309156	TUBGCP2
NR_046330	chr10	-	133278629	133312337	TUBGCP2
NR_130127	chr10	+	133308888	133313162	ZNF511
NM_145806	chr10	+	133308888	133313162	ZNF511
NM_001321617	chr10	-	133325422	133336983	CALY
NM_015722	chr10	-	133325423	133336971	CALY
NM_001145201	chr10	+	133347339	133352683	PRAP1
NM_145202	chr10	+	133347339	133352683	PRAP1
NM_198472	chr10	-	133355153	133358025	FUOM
NM_001301827	chr10	-	133355153	133358025	FUOM
NM_001301828	chr10	-	133355153	133358025	FUOM
NM_001098483	chr10	-	133355153	133358025	FUOM
NM_004092	chr10	-	133362482	133373404	ECHS1
NR_037509	chr10	-	133371555	133371663	MIR3944
NM_207127	chr10	+	133379236	133391696	PAOX
NM_207128	chr10	+	133379236	133391696	PAOX
NR_109763	chr10	+	133379236	133391696	PAOX
NR_109764	chr10	+	133379236	133391696	PAOX
NR_109765	chr10	+	133379236	133391696	PAOX
NR_109766	chr10	+	133379236	133391696	PAOX
NM_152911	chr10	+	133379236	133391696	PAOX
NM_138384	chr10	+	133394116	133422529	MTG1
NM_001012508	chr10	-	133420665	133424617	SPRN
NR_149718	chr10	+	133453927	133469183	SCART1
NM_000773	chr10	+	133527362	133539116	CYP2E1
NM_001143763	chr10	-	133553899	133565634	SYCE1
NM_130784	chr10	-	133553899	133568275	SYCE1
NR_033789	chr10	-	133566933	133569958	SPRNP1
NM_001080998	chr10	-	133625098	133626795	FRG2B
NR_137167	chr10	+	133756557	133768430	DUX4
NR_138082	chr10_GL383545v1_alt	+	3017	96701	ARMC4P1
NM_001034842	chr10_GL383545v1_alt	-	159833	176014	PTCHD3
NM_001004297	chr10_GL383546v1_alt	-	127421	140376	OR13A1
NM_001256153	chr10_GL383546v1_alt	+	214996	286950	ALOX5
NM_000698	chr10_GL383546v1_alt	+	214996	286950	ALOX5
NM_001320861	chr10_GL383546v1_alt	+	214996	286950	ALOX5
NM_001320862	chr10_GL383546v1_alt	+	214996	286950	ALOX5
NM_001256154	chr10_GL383546v1_alt	+	214996	286950	ALOX5
NR_120674	chr10_GL383546v1_alt	-	285398	293952	LOC102724323
NM_145021	chr10_GL383546v1_alt	-	295415	305160	MARCH8
NM_001282866	chr10_GL383546v1_alt	-	295415	305160	MARCH8
NM_001002266	chr10_GL383546v1_alt	-	295415	305160	MARCH8
NM_004747	chr10_KI270825v1_alt	-	29482	165282	DLG5
NR_024585	chr10_KI270825v1_alt	+	165503	168517	DLG5-AS1
NR_028326	chr11	-	127133	131853	LINC01001
NR_146389	chr11	-	127133	139117	LINC01001
NM_145651	chr11	+	193079	194573	SCGB1C1
NM_053280	chr11	+	196760	200258	ODF3
NM_001286136	chr11	+	196760	200258	ODF3
NM_016526	chr11	-	202923	207422	BET1L
NM_001098787	chr11	-	202923	207422	BET1L
NM_021932	chr11	+	207510	215175	RIC8A
NM_001286134	chr11	+	207510	215175	RIC8A
NR_106801	chr11	+	209335	209406	MIR6743
NM_012239	chr11	-	215029	236362	SIRT3
NM_001017524	chr11	-	215029	236362	SIRT3
NM_002817	chr11	+	236807	252984	PSMD13
NM_175932	chr11	+	236807	252984	PSMD13
NM_138329	chr11	+	278569	285388	NLRP6
NM_001276700	chr11	+	278569	285388	NLRP6
NM_025092	chr11	+	289137	295688	PGGHG
NM_001025295	chr11	-	298200	299526	IFITM5
NM_006435	chr11	+	308106	309410	IFITM2
NM_003641	chr11	+	313990	315272	IFITM1
NR_049759	chr11	-	319672	320914	IFITM3
NM_021034	chr11	-	319672	320914	IFITM3
NM_178537	chr11	+	369794	382117	B4GALNT4
NM_001303029	chr11	+	392598	404908	PKP3
NM_007183	chr11	+	394182	404908	PKP3
NM_001135054	chr11	-	405715	414999	SIGIRR
NM_021805	chr11	-	405715	417397	SIGIRR
NM_001135053	chr11	-	405715	417397	SIGIRR
NM_001347882	chr11	-	417929	442011	ANO9
NM_001012302	chr11	-	417929	442011	ANO9
NM_001329548	chr11	+	448267	491400	PTDSS2
NR_138046	chr11	+	450279	491400	PTDSS2
NM_030783	chr11	+	450279	491400	PTDSS2
NM_001329545	chr11	+	450279	491400	PTDSS2
NM_001329544	chr11	+	450279	491400	PTDSS2
NM_002939	chr11	-	494511	506821	RNH1
NM_203383	chr11	-	494511	506821	RNH1
NM_203385	chr11	-	494511	506821	RNH1
NM_203384	chr11	-	494511	506821	RNH1
NM_203389	chr11	-	494511	507283	RNH1
NM_203388	chr11	-	494511	507283	RNH1
NM_203387	chr11	-	494511	507283	RNH1
NM_203386	chr11	-	494511	507283	RNH1
NM_005343	chr11	-	532241	535567	HRAS
NM_176795	chr11	-	532241	535567	HRAS
NM_001318054	chr11	-	532241	535567	HRAS
NM_001130442	chr11	-	532241	535567	HRAS
NM_198075	chr11	+	537521	554916	LRRC56
NM_173573	chr11	-	554849	560779	LMNTD2
NR_147607	chr11	+	559261	560106	LOC692247
NR_147608	chr11	+	559476	560107	LOC692247
NM_001143993	chr11	+	560970	564025	RASSF7
NM_003475	chr11	+	561449	564025	RASSF7
NM_001143994	chr11	+	561449	564025	RASSF7
NR_038262	chr11	-	565656	568457	MIR210HG
NR_029623	chr11	-	568088	568198	MIR210
NR_026967	chr11	-	573807	575885	LOC143666
NM_001286582	chr11	+	576445	612222	PHRF1
NM_020901	chr11	+	576445	612222	PHRF1
NM_001286583	chr11	+	576445	612222	PHRF1
NM_001286581	chr11	+	576445	612222	PHRF1
NM_004031	chr11	-	612554	615728	IRF7
NM_001572	chr11	-	612554	615999	IRF7
NM_004029	chr11	-	612554	615999	IRF7
NM_031264	chr11	-	616564	625067	CDHR5
NM_021924	chr11	-	616564	625067	CDHR5
NM_001171968	chr11	-	616564	625067	CDHR5
NM_021920	chr11	-	626315	627240	SCT
NM_000797	chr11	+	637304	640705	DRD4
NM_001293634	chr11	-	644219	695754	DEAF1
NM_021008	chr11	-	644219	695754	DEAF1
NM_001042463	chr11	+	695590	704131	TMEM80
NM_001276253	chr11	+	695590	704131	TMEM80
NM_174940	chr11	+	695590	704131	TMEM80
NM_001276274	chr11	+	695590	705028	TMEM80
NM_022772	chr11	+	706119	727727	EPS8L2
NM_006755	chr11	+	747431	765024	TALDO1
NM_001318822	chr11	-	767222	777502	GATD1
NR_134867	chr11	-	767222	777502	GATD1
NR_134868	chr11	-	767222	777502	GATD1
NM_001318821	chr11	-	767222	777502	GATD1
NM_001318820	chr11	-	767222	777502	GATD1
NM_182612	chr11	-	767222	777502	GATD1
NM_001318824	chr11	-	767222	777502	GATD1
NM_001318823	chr11	-	767222	777502	GATD1
NM_001318818	chr11	-	767222	777502	GATD1
NR_126342	chr11	+	777577	784284	LOC171391
NR_126343	chr11	+	777577	784284	LOC171391
NM_016564	chr11	-	787109	790126	CEND1
NM_024698	chr11	-	790474	796263	SLC25A22
NM_001191060	chr11	-	790474	797995	SLC25A22
NM_001191061	chr11	-	790474	798269	SLC25A22
NM_001293167	chr11	+	797510	799185	PANO1
NM_145887	chr11	-	799178	805250	PIDD1
NM_145886	chr11	-	799178	805250	PIDD1
NM_001004	chr11	+	809935	812876	RPLP2
NR_002585	chr11	+	811680	811814	SNORA52
NM_020376	chr11	+	818900	825571	PNPLA2
NM_173584	chr11	+	828259	831991	CRACR2B
NM_001286606	chr11	+	828259	831991	CRACR2B
NM_139029	chr11	+	832951	838835	CD151
NM_139030	chr11	+	832951	838835	CD151
NM_004357	chr11	+	832951	838835	CD151
NM_001039490	chr11	+	832951	838835	CD151
NM_021128	chr11	-	839720	842529	POLR2L
NM_003271	chr11	+	842823	867116	TSPAN4
NM_001025239	chr11	+	842823	867116	TSPAN4
NM_001025238	chr11	+	842823	867116	TSPAN4
NM_001025236	chr11	+	842940	867116	TSPAN4
NM_001025235	chr11	+	842940	867116	TSPAN4
NM_001025234	chr11	+	844080	867116	TSPAN4
NM_001025237	chr11	+	844445	867116	TSPAN4
NM_001142676	chr11	-	867858	910874	CHID1
NM_023947	chr11	-	867858	910874	CHID1
NM_001142674	chr11	-	867858	910874	CHID1
NM_001142677	chr11	-	867858	910874	CHID1
NM_001142675	chr11	-	867858	915058	CHID1
NM_012305	chr11	+	925808	1012245	AP2A2
NR_144510	chr11	+	925808	1012245	AP2A2
NR_144509	chr11	+	925808	1012245	AP2A2
NM_001242837	chr11	+	925808	1012245	AP2A2
NM_005961	chr11	-	1012823	1036706	MUC6
NM_001323425	chr11	+	1049777	1055764	LOC101927503
NM_002457	chr11	+	1074874	1110508	MUC2
NM_001304359	chr11	+	1157952	1201141	MUC5AC
NM_002458	chr11	+	1223064	1262176	MUC5B
NR_106802	chr11	+	1256604	1256670	MIR6744
NM_001318514	chr11	-	1274367	1302790	TOLLIP
NM_019009	chr11	-	1274367	1309662	TOLLIP
NM_001318516	chr11	-	1274367	1309662	TOLLIP
NM_001318515	chr11	-	1274367	1309662	TOLLIP
NM_001318512	chr11	-	1274367	1309662	TOLLIP
NR_029409	chr11	+	1309707	1310707	TOLLIP-AS1
NR_046331	chr11	+	1389898	1462689	BRSK2
NM_003957	chr11	+	1389898	1462689	BRSK2
NM_001256627	chr11	+	1389898	1462689	BRSK2
NM_001256629	chr11	+	1389898	1462689	BRSK2
NM_001282218	chr11	+	1410442	1462689	BRSK2
NM_001256630	chr11	+	1411151	1462689	BRSK2
NM_053005	chr11	-	1469447	1480886	MOB2
NM_001172223	chr11	-	1469447	1486779	MOB2
NM_004420	chr11	-	1554050	1571920	DUSP8
NR_021489	chr11	+	1572740	1599184	KRTAP5-AS1
NM_001005922	chr11	-	1584341	1585283	KRTAP5-1
NM_001004325	chr11	-	1597176	1598294	KRTAP5-2
NM_001012708	chr11	-	1607564	1608463	KRTAP5-3
NM_001347674	chr11	-	1620957	1622138	KRTAP5-4
NM_001012709	chr11	-	1620957	1622138	KRTAP5-4
NM_001001480	chr11	+	1629802	1630929	KRTAP5-5
NR_026642	chr11	+	1665596	1667457	FAM99B
NR_026643	chr11	+	1665598	1667856	FAM99A
NR_026642	chr11	-	1683269	1685629	FAM99B
NM_001012416	chr11	+	1697194	1697755	KRTAP5-6
NM_001170820	chr11	-	1732409	1750594	IFITM10
NM_001909	chr11	-	1752751	1763992	CTSD
NM_138567	chr11	+	1834309	1837521	SYT8
NM_001290332	chr11	+	1834309	1837521	SYT8
NM_001290334	chr11	+	1834309	1837521	SYT8
NM_001290333	chr11	+	1834309	1837521	SYT8
NM_003282	chr11	+	1839002	1841680	TNNI2
NM_001145829	chr11	+	1839488	1841680	TNNI2
NM_001145841	chr11	+	1840201	1841680	TNNI2
NM_002339	chr11	+	1852969	1892263	LSP1
NR_036185	chr11	-	1859463	1859536	MIR4298
NM_001242932	chr11	+	1865164	1892263	LSP1
NM_001013253	chr11	+	1868672	1892263	LSP1
NM_001289005	chr11	+	1870251	1892263	LSP1
NM_001013254	chr11	+	1870868	1892263	LSP1
NM_001013255	chr11	+	1870923	1892263	LSP1
NR_107001	chr11	+	1880044	1880147	MIR7847
NR_120534	chr11	+	1896758	1908359	LINC01150
NM_006757	chr11	+	1919568	1938706	TNNT3
NM_001297646	chr11	+	1919568	1938706	TNNT3
NM_001042782	chr11	+	1919568	1938706	TNNT3
NM_001042781	chr11	+	1919568	1938706	TNNT3
NM_001042780	chr11	+	1919568	1938706	TNNT3
NM_021134	chr11	+	1947271	1956609	MRPL23
NR_132974	chr11	+	1949330	1949476	SNORD131
NR_024471	chr11	-	1983208	1989920	MRPL23-AS1
NR_126400	chr11	+	1991095	1993469	LINC01219
NM_001293171	chr11	+	1992407	1996294	HOTS
NR_002196	chr11	-	1995175	1997875	H19
NR_131223	chr11	-	1995175	1997875	H19
NR_131224	chr11	-	1995175	2001466	H19
NR_030533	chr11	-	1996758	1996831	MIR675
NM_001291861	chr11	-	2129111	2137288	IGF2
NM_000612	chr11	-	2129111	2138974	IGF2
NM_001291862	chr11	-	2129111	2141124	IGF2
NM_001127598	chr11	-	2129111	2141124	IGF2
NM_001007139	chr11	-	2129111	2149603	IGF2
NR_003512	chr11	-	2129111	2161209	INS-IGF2
NR_030158	chr11	-	2134133	2134209	MIR483
NR_028043	chr11	+	2140511	2148666	IGF2-AS
NR_133657	chr11	+	2140511	2148666	IGF2-AS
NM_001042376	chr11	-	2146622	2161209	INS-IGF2
NM_000207	chr11	-	2159778	2161209	INS
NM_001185098	chr11	-	2159778	2161209	INS
NM_001185097	chr11	-	2159778	2161209	INS
NM_001291897	chr11	-	2159778	2161209	INS
NM_000360	chr11	-	2163928	2171805	TH
NM_199293	chr11	-	2163928	2171805	TH
NM_199292	chr11	-	2163928	2171805	TH
NR_039834	chr11	+	2173062	2173138	MIR4686
NM_005170	chr11	-	2268497	2270952	ASCL2
NM_001142946	chr11	-	2295639	2301913	C11orf21
NM_001329958	chr11	-	2295639	2301913	C11orf21
NR_138249	chr11	-	2295639	2303049	C11orf21
NM_139022	chr11	+	2302012	2318200	TSPAN32
NR_108080	chr11	-	2328748	2377992	CD81-AS1
NM_001297649	chr11	+	2376176	2397419	CD81
NM_004356	chr11	+	2377316	2397419	CD81
NM_005706	chr11	+	2400487	2403878	TSSC4
NM_001297661	chr11	+	2400487	2403878	TSSC4
NM_001297660	chr11	+	2400487	2403878	TSSC4
NM_001297658	chr11	+	2400487	2403878	TSSC4
NM_001297659	chr11	+	2401017	2403878	TSSC4
NM_014555	chr11	-	2404515	2423045	TRPM5
NM_000218	chr11	+	2444990	2849110	KCNQ1
NM_181798	chr11	+	2461453	2849110	KCNQ1
NR_002728	chr11	-	2608327	2699998	KCNQ1OT1
NR_130721	chr11	-	2840134	2861569	KCNQ1-AS1
NR_024627	chr11	+	2870032	2872106	KCNQ1DN
NM_001122631	chr11	-	2883217	2885765	CDKN1C
NM_001122630	chr11	-	2883217	2885765	CDKN1C
NM_000076	chr11	-	2883217	2885765	CDKN1C
NM_001302862	chr11	-	2887344	2903945	SLC22A18AS
NM_007105	chr11	-	2887344	2903945	SLC22A18AS
NM_183233	chr11	+	2899720	2925246	SLC22A18
NM_002555	chr11	+	2902281	2925246	SLC22A18
NM_001315502	chr11	+	2902281	2925246	SLC22A18
NM_001315501	chr11	+	2902419	2925246	SLC22A18
NM_003311	chr11	-	2928272	2929420	PHLDA2
NM_005969	chr11	-	2944429	2992377	NAP1L4
NR_002982	chr11	-	2963770	2963893	SNORA54
NM_139273	chr11	-	3000921	3057451	CARS
NR_036542	chr11	-	3000921	3057451	CARS
NM_001751	chr11	-	3000921	3057451	CARS
NM_001194997	chr11	-	3000921	3057451	CARS
NM_001014437	chr11	-	3000921	3057451	CARS
NR_046580	chr11	+	3029393	3041260	CARS-AS1
NM_001144063	chr11	-	3087115	3165352	OSBPL5
NM_145638	chr11	-	3087115	3165352	OSBPL5
NM_020896	chr11	-	3087115	3165352	OSBPL5
NM_001164377	chr11	-	3217943	3218813	MRGPRG
NR_027138	chr11	+	3218331	3223131	MRGPRG-AS1
NM_001039165	chr11	-	3227652	3232386	MRGPRE
NM_007152	chr11	-	3357926	3379222	ZNF195
NR_040083	chr11	-	3357926	3379222	ZNF195
NR_046381	chr11	-	3357926	3379222	ZNF195
NR_046382	chr11	-	3357926	3379222	ZNF195
NM_001256825	chr11	-	3357926	3379222	ZNF195
NM_001256824	chr11	-	3357926	3379222	ZNF195
NM_001256823	chr11	-	3357926	3379222	ZNF195
NM_001242842	chr11	-	3357926	3379222	ZNF195
NM_001242841	chr11	-	3357926	3379222	ZNF195
NM_001242843	chr11	-	3357926	3379222	ZNF195
NM_001130519	chr11	-	3357926	3379222	ZNF195
NM_001130520	chr11	-	3357926	3379222	ZNF195
NR_024248	chr11	+	3380960	3409148	TSSC2
NR_044999	chr11	-	3390706	3391915	OR7E12P
NR_126335	chr11	-	3507979	3571987	LOC101927708
NR_002720	chr11	+	3626459	3637559	TRPC2
NR_123732	chr11	-	3638505	3642316	ART5
NM_001297668	chr11	-	3638505	3642316	ART5
NM_001079536	chr11	-	3638505	3642316	ART5
NM_053017	chr11	-	3638505	3642316	ART5
NM_004314	chr11	+	3645130	3664416	ART1
NM_020402	chr11	-	3665586	3671384	CHRNA10
NM_001303035	chr11	-	3665586	3671384	CHRNA10
NM_001303034	chr11	-	3665586	3671384	CHRNA10
NM_139132	chr11	-	3675009	3797792	NUP98
NM_016320	chr11	-	3675009	3797792	NUP98
NM_139131	chr11	-	3711553	3797792	NUP98
NM_005387	chr11	-	3711553	3797792	NUP98
NM_001256235	chr11	+	3797723	3826371	PGAP2
NR_144427	chr11	+	3797818	3826371	PGAP2
NM_001145438	chr11	+	3797818	3826371	PGAP2
NM_001283040	chr11	+	3797818	3826371	PGAP2
NM_001283039	chr11	+	3797818	3826371	PGAP2
NM_001256237	chr11	+	3797818	3826371	PGAP2
NM_001256236	chr11	+	3797818	3826371	PGAP2
NM_001346402	chr11	+	3797818	3826371	PGAP2
NM_001346401	chr11	+	3797818	3826371	PGAP2
NM_001346400	chr11	+	3797818	3826371	PGAP2
NM_001283038	chr11	+	3797818	3826371	PGAP2
NR_045927	chr11	+	3797818	3826371	PGAP2
NR_045926	chr11	+	3797818	3826371	PGAP2
NR_045925	chr11	+	3797818	3826371	PGAP2
NR_045923	chr11	+	3797818	3826371	PGAP2
NM_001346399	chr11	+	3797818	3826371	PGAP2
NM_001346398	chr11	+	3797818	3826371	PGAP2
NM_001346397	chr11	+	3797818	3826371	PGAP2
NR_104270	chr11	+	3797818	3826371	PGAP2
NR_027017	chr11	+	3797818	3826371	PGAP2
NR_104271	chr11	+	3797818	3826371	PGAP2
NM_001256238	chr11	+	3808009	3826371	PGAP2
NM_001346403	chr11	+	3808009	3826371	PGAP2
NR_027018	chr11	+	3808009	3826371	PGAP2
NM_001346405	chr11	+	3808009	3826371	PGAP2
NM_001346404	chr11	+	3808009	3826371	PGAP2
NM_014489	chr11	+	3808535	3826371	PGAP2
NR_144428	chr11	+	3808535	3826371	PGAP2
NR_144429	chr11	+	3808535	3826371	PGAP2
NR_045929	chr11	+	3808535	3826371	PGAP2
NM_001256240	chr11	+	3808535	3826371	PGAP2
NM_001256239	chr11	+	3808535	3826371	PGAP2
NR_144430	chr11	+	3808535	3826371	PGAP2
NR_027016	chr11	+	3808535	3826371	PGAP2
NR_104272	chr11	+	3808535	3826371	PGAP2
NM_001665	chr11	-	3826977	3840983	RHOG
NM_003156	chr11	+	3855702	4093210	STIM1
NM_001277962	chr11	+	3855702	4093210	STIM1
NM_001277961	chr11	+	3855702	4093210	STIM1
NR_039835	chr11	+	3856061	3856141	MIR4687
NM_001318064	chr11	+	4094684	4138925	RRM1
NM_001033	chr11	+	4094684	4138925	RRM1
NM_001318065	chr11	+	4116077	4138925	RRM1
NM_001330193	chr11	+	4116077	4138925	RRM1
NR_047550	chr11	+	4187151	4202653	LOC100506082
NM_001005161	chr11	-	4367262	4368386	OR52B4
NM_003141	chr11	-	4384896	4393696	TRIM21
NM_001005172	chr11	+	4449294	4450361	OR52K2
NM_001005171	chr11	+	4488878	4489908	OR52K1
NM_001004137	chr11	+	4545190	4546144	OR52M1
NM_144663	chr11	-	4571422	4577820	C11orf40
NM_001005170	chr11	+	4586790	4587905	OR52I2
NM_001005169	chr11	+	4594038	4595013	OR52I1
NM_018073	chr11	-	4598671	4608259	TRIM68
NM_001304496	chr11	-	4598671	4608259	TRIM68
NM_001004751	chr11	+	4639714	4640838	OR51D1
NM_152430	chr11	+	4643925	4655486	OR51E1
NM_030774	chr11	-	4680170	4697846	OR51E2
NM_001004752	chr11	-	4768978	4769917	OR51F1
NM_001005177	chr11	-	4803432	4804380	OR52R1
NM_001004753	chr11	+	4821385	4822414	OR51F2
NM_001004758	chr11	-	4848236	4849208	OR51S1
NM_001348291	chr11	-	4859518	4860663	OR51H1
NM_001004759	chr11	+	4881818	4882883	OR51T1
NM_001004749	chr11	+	4907369	4908308	OR51A7
NM_001005238	chr11	-	4914718	4915663	OR51G2
NM_001005237	chr11	-	4923373	4924339	OR51G1
NM_001005329	chr11	-	4946158	4947100	OR51A4
NM_001004748	chr11	-	4954771	4955713	OR51A2
NM_021801	chr11	+	4988190	4992429	MMP26
NM_001004755	chr11	+	4998982	4999930	OR51L1
NM_001001916	chr11	+	5046525	5047461	OR52J3
NM_001005164	chr11	-	5058649	5059627	OR52E2
NR_145505	chr11	+	5069371	5070696	OR52E1
NM_001348221	chr11	+	5069371	5070696	OR52E1
NM_001005160	chr11	-	5131691	5132642	OR52A5
NM_012375	chr11	-	5151430	5152369	OR52A1
NM_001348257	chr11	-	5177620	5178711	OR52Z1
NM_001004760	chr11	-	5199734	5200700	OR51V1
NM_000518	chr11	-	5225465	5227071	HBB
NM_000519	chr11	-	5232828	5234628	HBD
NR_001589	chr11	-	5241954	5243592	HBBP1
NR_121648	chr11	-	5244553	5245546	BGLT3
NM_000559	chr11	-	5248271	5249857	HBG1
NM_000184	chr11	-	5253190	5254781	HBG2
NM_005330	chr11	-	5268349	5270143	HBE1
NM_033179	chr11	-	5301013	5301946	OR51B4
NM_033180	chr11	-	5323297	5324352	OR51B2
NR_038321	chr11	-	5340882	5505652	OR51B5
NM_001005567	chr11	-	5342513	5505652	OR51B5
NM_001004750	chr11	+	5351507	5352446	OR51B6
NM_001004756	chr11	+	5389376	5390434	OR51M1
NM_001348224	chr11	+	5402396	5403771	OR51J1
NM_001004757	chr11	+	5422110	5423206	OR51Q1
NM_001005288	chr11	-	5440541	5441553	OR51I1
NM_001004754	chr11	+	5453407	5454477	OR51I2
NM_001005163	chr11	+	5488684	5489748	OR52D1
NM_001347096	chr11	-	5507299	5509985	UBQLN3
NM_017481	chr11	-	5507299	5509985	UBQLN3
NM_145053	chr11	-	5514392	5516726	UBQLNL
NR_133006	chr11	-	5518309	5521785	OLFM5P
NM_001005289	chr11	-	5544560	5545523	OR52H1
NM_001005162	chr11	+	5580876	5581884	OR52B6
NM_058166	chr11	+	5596100	5612958	TRIM6
NM_001198645	chr11	+	5596634	5612958	TRIM6
NM_001198644	chr11	+	5596634	5612958	TRIM6
NM_001003818	chr11	+	5596634	5612958	TRIM6
NM_001003819	chr11	+	5596634	5644395	TRIM6-TRIM34
NM_001003827	chr11	+	5619943	5644395	TRIM34
NM_021616	chr11	+	5624976	5644395	TRIM34
NM_130390	chr11	+	5632254	5641296	TRIM34
NM_033092	chr11	-	5663194	5685109	TRIM5
NM_033093	chr11	-	5663194	5685109	TRIM5
NM_033034	chr11	-	5663194	5685109	TRIM5
NM_006074	chr11	+	5689586	5710863	TRIM22
NM_001199573	chr11	+	5689586	5710863	TRIM22
NM_001005180	chr11	+	5736447	5737538	OR56B1
NM_001005175	chr11	+	5754692	5755729	OR52N4
NM_001001922	chr11	-	5777633	5778667	OR52N5
NM_001001913	chr11	-	5787853	5788816	OR52N1
NM_001005174	chr11	+	5820335	5821301	OR52N2
NM_001005167	chr11	-	5840955	5841897	OR52E6
NM_001005168	chr11	-	5856748	5857702	OR52E8
NM_001005165	chr11	+	5884292	5885231	OR52E4
NM_001005166	chr11	+	5900764	5901760	OR52E5
NM_001003443	chr11	+	5947346	5948294	OR56A3
NM_001146033	chr11	-	5967552	5968494	OR56A5
NM_001005173	chr11	-	5985891	5986985	OR52L1
NM_001005179	chr11	-	6002050	6003148	OR56A4
